"PRJ_ID","PRJ_IDPARENT","PRJ_CODE","PRJ_DESCRIPTIONDU","PRJ_DESCRIPTIONEN","PRJ_INTERNETWORK","PRJ_URL","PRJ_CONTENTDU","PRJ_USERUPDATE","PRJ_DATEUPDATE","PRJ_STARTDATE","PRJ_COMMENTS","PRJ_USERCREATION","PRJ_CONTENTFR","PRJ_DATECREATION","PRJ_ENDDATE","PRJ_DESCRIPTIONFR","PRJ_DELETE","PRJ_PRJS_ID","PRJ_RELT_ID","PRJ_CONTENTEN"
412,,"UE - EU: ERA-MORE","EUROPESE UNIE - ERA-MORE - EUROPEES NETWERK VAN MOBILITEITSCENTRA","EUROPEAN UNION - ERA-MORE - RESEAU EUROPEEN DE CENTRES DE MOBILITE","23","www.ec.europa.eu/eracareers","EXTERNE BETREKKINGEN - EUROPESE PROGRAMMA'S - ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK - INNOVATIE - WERKGELEGENHEID - WERKGELEGENHEID (ALLERLEI)
Het ERA-MORE netwerk groepeert ongeveer 200 mobiliteitscentra en talrijke lokale contactpunten die gepersonaliseerde ondersteuning bieden voor mobiele onderzoekers van binnen en buiten Europa.","PGERARD",27/07/09,01/01/04,"","GDEROEP","RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS - R&D - RECHERCHE SCIENTIFIQUE - INNOVATION - EMPLOI - EMPLOI (DIVERS)",21/01/08,,"UNION EUROPEENNE - ERA-MORE - EUROPEAN NETWORK OF MOBILITY CENTRES","N",17,18,"EXTERNAL RELATIONS - EUROPEAN PROGRAMMES - R&D - SCIENTIFIC RESEARCH - INNOVATION - EMPLOYMENT - EMPLOYMENT (MISC.) 
The ERA-MORE network counts about 200 mobility centres and numerous local contact points, providing personalised assistance to mobile researchers from inside and outside Europe."
413,,"UE - EU: URBAN TRACK","EUROPESE UNIE - URBAN TRACK","EUROPEAN UNION - URBAN TRACK","22","www.urbantrack.eu","VERVOER - OPENBAAR VERVOER - TECHNOLOGIE & INNOVATIE
URBAN TRACK is een EU-project voor de ontwikkeling van vernieuwende producten en technieken voor bij de spoorsector in een stedelijke omgeving.","GDEROEP",22/01/08,01/09/06,"","GDEROEP","TRANSPORT - TRANSPORT EN COMMUN - TECHNOLOGIE & INNOVATION
URBAN TRACK est un project financé par l'UE visant au développement de produits et méthodes innovantes dans le secteur des voies en milieu urbain.",22/01/08,31/08/10,"UNION EUROPEENNE - URBAN TRACK","N",17,18,"TRANSPORT - PUBLIC TRANSPORT - TECHNOLOGIE & INNOVATIE
URBAN TRACK is a EU-project aiming at develloping innovative products and techniques in the urban track sector."
414,,"ACR+","ACR+:  L'ASSOCIATION DES CITÉS ET RÉGIONS POUR LE RECYCLAGE ET LA GESTION DURABLE DES RESSOURCES","ACR+: THE ASSOCIATION OF CITIES AND REGIONS FOR RECYCLING AND SUSTAINABLE RESOURCE MANAGEMENT","","www.acrplus.org","","",,01/05/94,"The Association of Cities and Regions for Recycling and Sustainable Resource management (ACR+) is an international network of around 90 members who share the aim of promoting sustainable resource consumption and waste management through prevention at source, reuse and recycling.
L'Association des Cités et Régions pour le Recyclage et la gestion durable des Ressources (ACR+) est un réseau international comptant 90 membres environ qui ont pour objectif commun la consommation durable des ressources et la gestion des déchets à travers la prévention, la ré-utilisation et le recyclage","GDEROEP","",06/02/08,,"ACR+: L'ASSOCIATION DES CITÉS ET RÉGIONS POUR LE RECYCLAGE ET LA GESTION DURABLE DES RESSOURCES","N",17,18,""
415,,"UE -  EU :7  PROGRAMME CADRE R&D","EUROPESE UNIE  -  7 DE KADERPROGRAMMA VOOR ONDERZOE ENN TECHNOLOGISCHE ONTWIKKELING","EUROPEAN UNION - 7 THE FRAMEWORK PROGRAMME FOR RESEARCH AND TECHNOLOGIE","22","http:/ec.europa.en/research/fp7/index_en.cEu","","GDEROEP",01/08/08,01/01/07,"Partenaires= Europe des 27 + 50 pays ayant un accord avec l'UE
Partenaires bruxellois= Agence Bruxelloise pour l'Entreprises  (ABE) et Institut de recherche interdisciplinaire sur Bruxelles (RIB)","PGERARD","R&D - INNOVATION - RECHERCHE SCIENTIFIQUE - TECHNOLOGIES -",24/07/08,30/12/13,"UNION EUROPEENNE - 7 ÈME PROGRAMME CADRE DE RECHERCHE ET DE DEVELOPPEMENT TECHNOLOGIQUE","O",17,18,""
416,,"UE - EU: EUREKA","EUROPESE UNIE - EUREKA","EUROPEAN UNION - EUREKA","23","www.eureka.be","ONDERZOEK EN ONTWIKKELING - WETENSCHAPELIJK ONDERZOEK - ECONOMIE & HANDEL - CONCURRENTIEVERMOGEN - ECONOMISCHE ONTWIKKELING","GDEROEP",01/08/08,01/01/85,"Eureka ondersteunt de competitiviteit van Europese bedrijven door marktgericht industrieel onderzoek en ontwikkeling.
Eureka supports the competitiveness of European companies through market oriented industrial research and development.","PGERARD","R&D - INNOVATION - RECHERCHE SCIENTIFIQUE - TECHNOLOGIES - ECONOMIE & COMMERCE - COMPETITIVITE - DEVELOPPEMENT ECONOMIQUE",24/07/08,,"UNION EUROPEENNE - EUREKA","N",17,18,"R&D - INNOVATIONS - SCIENTIFIC RESEARCH - ECONOMY & TRADE - COMPETITIVENESS - ECONOMICAL DEVELOPMENT"
417,,"UE - EU: EUROSTARS","EUROPESE UNIE: EUROSTARS","EUROPEAN UNION: EUROSTARS","22","http://www.eurostars-eureka.eu","","GDEROEP",01/08/08,01/01/07,"Partenaires bruxellois: Agence Bruxellloise pour l'entreprise (ABE)","PGERARD","R&D - INNOVATION- RECHERCHE SCIENTIFIQUE - TECHNOLOGIES - ECONOMIE & COMMERCE - COMPETIVITE - DEVELOPEMENT ECONOMIE
Pour les PME
Voor KMO
For SME",24/07/08,01/09/99,"UNION EUROPEENNE: EUROSTARS","O",17,18,""
418,,"COST","COST - EUROPESE SAMENWERKING O P HET GEBIED VAN WETENSCHAPPELIJK EN TECHNISCH ONDERZOEK","COST - EUROPEAN COOPERATION IN THE FIELD OF SCIENTIFIC AND TECHNICAL RESEARCH","23","www.cost.esf.org","ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK - TECHNOLOGIEEN","GDEROEP",13/08/09,01/01/71,"De deelnemers zijn afkomstig uit de landen die in het tweede deel zijn opgenomen.
Membres à différents statuts (Etats, institutions, ...)","PGERARD","R&D - INNOVATION - RECHERCHE SCIENTIFIQUE - TECHNOLOGIES",24/07/08,,"COST - COOPERATION EUROPEENNE DANS LE DOMAINE DE LA RECHERCHE SCIENTIFIQUE ET TECHNIQUE","N",17,18,"R&D - SCIENTIFIC RESEARCH - TECHNOLOGIES"
423,,"COE - RVE- CAHDE","RAAD VAN EUROPA - AD HOC COMITÉ VOOR E-DEMOCRATIE","CONCIL OF EUROPE - AD HOC COMMITTEE ON E-DEMOCRACY","20","www.coe.int/T/F/Affaires juridiques/Démocratie locale et régionale/","OVERHEDEN - DEMOCRATIE - REGIONAAL BELEID - ONDERZOEK & ONTWIKKELING - TECHNOLOGIEEN - DIVERSEN - TELECOMMUNICATIE","GDEROEP",31/07/08,18/09/06,"Le CAHDE est chargé d'étudier l'évolution de la participation électronique/démocratie électronique (en ce compris l'évolution du vote électronique) en vue d'identifier des exemples de bonnes pratiques émergeantes et d'examiner la question de l'évaluation de l'efficacité et de l'incidence des initiatives et dispositifs relatifs à la démocratie électronique. 
Het Comité bestudeert de ontwikkeling van de elektronische participatie / elektronische democratie (met inbegrip van de ontwikkeling van het elektronisch stemme) om voorbeelden van goede praktijken te duiden en vragen rond de doeltreffendheid en de invloed van de initiatieven en het materieel op de elektronische democratie te onderzoeken.","PGERARD","AUTORITES - DEMOCRATIE - POLITIQUE REGIONALE - R&D - TECHNOLOGIES - AUTRES - TELECOMMUNICATION",28/07/08,,"CONSEIL DE L'EUROPE - COMITE AD HOC SUR LA DÉMOCRATIE ELECTRONIQUE","N",17,18,"AUTHORITIES - DEMOCRACY - REGIONAL POLICY - R&D - TECHNOLOGIES - MISCELLANEOUS - TELECOMMUNICATION"
424,,"COE - RVE - SED","RAAD VAN EUROPA - EUROPESE WEEK VAN DE LOKALE DEMOCRATIE","COUNCIL OF EUROPE - EUROPEAN WEEK LOCAL DEMOCRACY","20","www.coe.int/demoweek","OVERHEDEN - DEMOCRATIE - LOKAAL BELEID - EXTERNE BETREKKINGEN - INTERSTEDELIJKE SAMENWERKING - INTERNATIONALE UITSTRALING","GDEROEP",30/07/08,01/01/08,"La "" Semaine européenne de la démocratie locale "" est une manifestation européenne annuelle couvrant des événements organisés simultanément dans tous les États membres par les collectivités locales participantes afin de promouvoir la connaissance de la démocratie locale et la participation démocratique à l'échelon local. Le Comité directeur de la démocratie locale et régionale (CDLR) et le Congrès des pouvoirs locaux et régionaux du Conseil de l'Europe (le Congrès) en sont les organisateurs et partenaires.

De ""Europese week van de lokale democratie"" is een jaarlijks Europees evenement waarbij de lokale overheden in alle lidstaten gelijktijdig activiteiten organiseren om de kennis over en de deelname aan lokale democratie te vergroten. De Stuurgroep voor de lokale en regionale democratie en het Congres van lokale en regionale overheden in Europa zijn partners en organisatoren.","PGERARD","AUTORITES - POLITIQUE LOCALE - RELATIONS EXTERIEURES - COOPERATION INTERURBAINE - RAYONNEMENT INTERNATIONAL",28/07/08,,"CONSEIL DE L'EUROPE - SEMAINE EUROPENNE DE LA DEMOCRATIE LOCALE","N",17,18,"AUTHORITIES - DEMOCRACY - LOCAL POLICY - EXTERNAL RELATIONS - INTERURBAN COOPERATION - INTERNATIONAL IMAGE"
425,,"CCRE - CMRE","RAAD VAN GEMEENTEN EN REGIO'S VAN EUROPA","COUNCIL OF EUROPEAN MUNICIPALITIES","21","www.ccre.org","EXTERNE BETREKKINGEN - EUROPESE PROGRAMMA'S - INTERNATIONALE UITSTRALING - OVERHEDEN - REGIONAAL BELEID - LOKAAL BELEID","GDEROEP",29/07/08,01/01/96,"MEMBRES= différentes associations de villes et de communes des pays ci repris.
De leden zijn verenigingen van steden en van gemeenten die terug te vinden zijn in het tweede deel.","PGERARD","RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS - RAYONNEMENT INTERNATIONAL - AUTORITES - POLITIQUE REGIONALE - POLITIQUE LOCALE",28/07/08,,"CONSEIL DES COMMUNES ET REGIONS D'EUROPE","N",17,18,"EXTERNAL RELATIONS - EUROPEAN PROGRAMMES - INTERNATIONAL IMAGE - AUTHORITIES - REGIONAL POLICY - LOCAL POLICY"
409,,"UE - SAFIR","EUROPESE UNIE - SAFIR - SPEECH AUTOMATIC FRIENDLY INTERFACE RESEARCH","EUROPEAN UNION - SAFIR - SPEECH AUTOMATIC FRIENDLY INTERFACE RESEARCH","22","www.safir-fp6.org","R&D - TECHNOLOGIEEN - ADMINISTRATIE - DIENSTVERLENING
Via SAFIR wil de overheid aan brede lagen van de bevolking de mogelijkheid bieden om op elk moment van de dag en door het gebruik van ieders eigen stem interactief toegang te verkrijgen tot e-government informatie, of voor het wijzigen ervan, en dit met behulp van eenvoudige toestellen als televisie, ...","GDEROEP",21/01/08,01/03/04,"Divers partenaires privés et publics belges, français, italiens, bulgares, grecques","PGERARD","R&D - TEHCNOLOGIES - ADMINISTRATION - SERVICE A LA POPULATION
Le projet intégré SAFIR a pour objectif principal de donner à chaque citoyen la même chance d'accéder, d'actualiser et de gérer les contenus existants autorisés moyennant les dispostifs faciles d'emploi par le biais des interfaces humaines les plus simples et les plus explicites, à savoir la voix et l'image.
Le RBC participe activement au projet en développant des pilotes exploitant la technologie vocale SAFIR. Lepilote sélectionné permettra de colecter , d'actualiser et degérer les informations géographiques régionales sur le terrain par l'intermédiaire d'appareils mobiles à commande vocale",18/01/08,28/02/08,"UNION EUROPEENNE - SAFIR - SPEECH AUTOMATIC FRIENDLY INTERFACE RESEARCH","N",17,18,"R&D - TECHNOLOGIES - ADMINISTRATION - CUSTOMER SERVICE
The SAFIR project wants to give each citizen an equal opportunity to access and modify at any time interactively existing up to date e-government information through easy devices - as TV, .... -  by usage of own voice."
410,,"UE - EU:COCOON","UNION EUROPENNE - COCOON - BUILDING KNOWLEDGE DRIVEN AND DYNAMICALLY NETWORKED COMMUNITIES WITHIN EUROPEAN HEALTHCARE SYSTEM","UNION EUROPENNE - COCOON - BUILDING KNOWLEDGE DRIVEN AND DYNAMICALLY NETWORKED COMMUNITIES WITHIN EUROPEAN HEALTHCARE SYSTEM","22","http://www.cocoon-health.com/","","PGERARD",24/07/08,01/01/04,"Partenaires= différents organismes privés et publics italiens, grecs, chypriotes, israeliens, anglais, tchèques et belges","PGERARD","",18/01/08,30/09/07,"UNION EUROPENNE - COCOON - BUILDING KNOWLEDGE DRIVEN AND DYNAMICALLY NETWORKED COMMUNITIES WITHIN EUROPEAN HEALTHCARE SYSTEM","N",17,18,""
411,,"NEREUS -","NEREUS - NETWORK OF EUROPEAN REGIONS USING SPACE TECHNOLOGIES","NEREUS - NETWORK OF EUROPEAN REGIONS USING SPACE TECHNOLOGIES","23","www.nereus-regions.eu","ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK - TECHNOLOGIEEN - ECONOMIE & HANDEL - ECONOMIE - WERKGELEGENHEID","GDEROEP",12/08/08,18/12/07,"NEREUS est un réseau initié par des régions européennes concernées pour le développement et l'utilisation des technologies spatiales en Europe. Sa mise en place vise à créer un espace de dialogue, d’échanges, de réflexions entre les régions et les acteurs de la politique spatiale en Europe.
NEREUS is een netwerk van Europese regio's voor de ontwikkeling en het gebruik van ruimtetechnologie in Europa en voor de bevordering van dialoog, uitwisseling en bespiegeling tussen de regio's en de deelnemers aan het Europees ruimtevaartbeleid.
NEREUS is a network initiated by some European Regions concerned by the development and the use of space technologies in Europe and is intended to create a forum for dialogue, exchanges and discussion between the regions and the stakeholders in European space policy.","PGERARD","R&D - RECHERCHE SCIENTIFIQUE - INNOVATION - TECHNOLOGIES - ECONOMIE & COMMERCE - ECONOMIE - EMPLOI",18/01/08,,"NEREUS - RESEAU DES REGIONS EUROPEENNES UTILISATRICES DES TECHNOLOGIES SPACIALES","N",17,,"R&D - SCIENTIFIC RESEARCH - TECHNOLOGIES - ECONOMY & TRADE - ECONOMY - EMPLOYMENT"
419,206,"BENELUX - COM TRA","BENELUX - BIJZONDERE COMMISSIE VOOR GRENSOVERSCHRIJDENDE SAMENWERKING DIRECTIECOMITE","BENELUX - SPECIAL COMMISSION FOR CROSS-BORDER COOPERATION","20","www.benelux.be","EXTERNE BETREKKINGEN - EXTERNE BETREKKINGEN (ALLERLEI) - INTERREGIONALE SAMENWERKING","GDEROEP",31/07/08,11/11/11,"","PGERARD","RELATIONS EXTERIEURES - RELATIONS EXTERIEURES (DIVERS) - COOPERATION INTERREGIONALE",24/07/08,,"BENELUX - COMMISSION SPÉCIALE DE LA COOPERATION TRANSFRONTALIERE COMITÉ DE DIRECTION","N",17,18,"EXTERNAL RELATIONS - EXTERNA RELATIONS (MISC.) - INTERREGIONAL COOPERATION"
421,186,"COE - CDLR - LR- DP","RAAD VAN EUROPA - STUURGROEP VOOR LOKALE EN REGIONALE DEMOCRATIE - INTERGOUVERNEMENTEEL EXPERTENCOMITE VOOR PARTICIPATIEVE DEMOCRATIE EN VOOR OPENBARE ETHIEK OP LOKAAL EN REGIONAAL NIVEAU","COUNCIL OF EUROPE - COMMITTEE ON LOCAL AND REGIONAL DEMOCRACY - INTERGOVERNEMENTAL COMMITTEE OF EXPERTS ON DEMOCRATIC  PARTICIPATION AND PUBLIC ETHICS AT LOCAL AND REGIONAL LEVEL","21","www.coe.int/T/F/Affaires juridiques/Démocratie locale et régionale/","OVERHEDEN - DEMOCRATIE - REGIONAAL BELEID - LOKAAL BELEID - EXTERNE BETREKKINGEN - INTERNATIONALE UITSTRALING","GDEROEP",30/07/08,01/01/08,"","PGERARD","AUTORITES - DEMOCRATIE - POLITIQUE REGIONALE - POLITIQUE LOCALE - RELATIONS EXTERIEURES - RAYONNEMENT INTERNATIONAL",25/07/08,,"CONSEIL DE L'EUROPE - COMITE DIRECTEUR SUR LA DEMOCRATIE LOCALE ET REGIONALE - COMITE INTERGOUVERNEMENTAL D'EXPERTS SUR LA PARTICIPATION DEMOCRATIQUE ET L'ETHIQUE PUBLIQUE AUX NIVEAUX LOCAL ET REGIONAL","N",17,18,"AUTHORITIES - DEMOCRACY - REGIONAL POLICY - LOCAL POLICY - EXTERNAL RELTIONS - INTERNATIONAL IMAGE"
422,186,"COE - CDLR - LR-GI","RAAD VAN EUROPA - STUURGROEP VOOR LOKALE EN REGIONALE DEMOCRATIE - INTERGOUVERNEMENTEEL EXPERTENCOMITE VOOR  LOKALE EN REGIONALE OVERHEIDSINSTELLINGEN","COUNCIL OF EUROPE - COMMITTEE ON LOCAL AND REGIONAL DEMOCRACY - INTERGOVERNEMENTAL COMMITTEE OF EXPERTS ON LOCAL AND REGIONAL GOVERNMENT INSTITUTIONS","20","www.coe.int/T/F/Affaires juridiques/Démocratie locale et régionale/","OVERHEDEN - DEMOCRATIE - REGIONAAL BELEID - LOKAAL BELEID - EXTERNE BETREKKINGEN - INTERNATIONALE UITSTRALING - INTERREGIONALE SAMENWERKING","GDEROEP",30/07/08,01/01/08,"Le Comité a été établi pour assister le CDLR dans la mise en oeuvre de toute activité relative au cadre juridique, la structure institutionnelle et la coopération transfrontalière des collectivités locales et régionales.
Het Comité werd opgericht om de stuurgroep voor lokale en regionale democratie bij te staan in de uitvoering van activiteiten rond het juridisch kader, de institutionele structuur en de grensoverschrijdende samenwerking van de lokale en regionale overheden.","PGERARD","AUTORITES - DEMOCRATIE - POLITIQUE REGIONALE - POLITIQUE LOCALE - RELATIONS EXTERIEURES - RAYONNEMENT INTERNATIONAL - COOPERATION INTERREGIONALE",25/07/08,,"CONSEIL DE L'EUROPE - COMITE DIRECTEUR SUR LA DEMOCRATIE LOCALE ET REGIONALE - COMITE INTERGOUVERNEMENTAL D'EXPERTS SUR LES INSTITUTIONS DES COLLECTIVITES LOCALES ET REGIONALES","N",17,18,"AUTHORITIES - DEMOCRACY - REGIONAL POLICY - LOCAL POLICY - EXTERNAL RELATIONS - INTERNATIONAL IMAGE - INTERREGIONAL COOPERATION"
371,,"JUMELAGE - STEDENBAND","STEDENBAND: BRUSSELSE GEMEENTEN","TWINNING:","25","","","GDEROEP",19/04/07,01/01/00,"De stedenband is het gemeentelijk kader waarbinnen brede uitwisselingen tussen Europese steden over en weer plaatsvinden. Een stedenband staat echter niet alleen voor uitwisselingen van cultuur tussen burgers maar ook voor ervaringsuitwisselingen op gemeentelijke beleidsterreinen en voor economische samenwerking.","GDEROEP","",19/04/07,,"JUMELAGE: VILLES BRUXELLOISES","O",17,17,""
372,,"JUMELAGE - STEDENBAND.","STEDENBAND: BRUSSELSE GEMEENTEN","TWINNING: BRUSSELS CITIES","25","","","GDEROEP",19/04/07,01/01/00,"De stedenband is het gemeentelijk kader waarbinnen brede uitwisselingen tussen Europese steden over en weer plaatsvinden. Een stedenband staat echter niet alleen voor uitwisselingen van cultuur tussen burgers maar ook voor ervaringsuitwisselingen op gemeentelijke beleidsterreinen en voor economische samenwerking.","GDEROEP","",19/04/07,,"JUMELAGE: COMMUNES BRUXELLOISES","N",17,17,""
373,372,"JUMELAGE - STEDENBAND - UC/UK.","UKKEL","UCCLE","25","www.uccle.irisnet.be","DIVERSEN - CULTUUR - TOERISME - TOERISME (ALLERLEI)","GDEROEP",19/04/07,01/01/00,"Ukkel heeft een stedenband met Neuilly-Sur-Seine (Frankrijk).","GDEROEP","AUTRES - CULTURES - TOURISME - TOURISME (DIVERS)",19/04/07,,"UCCLE","N",,17,"MISCELLANEOUS - CULTURE - TOURISM - TOURISM (MISC.)"
374,372,"JUMELAGE - STEDENBAND FO/VO.","VORST","FOREST","25","www.forest.irisnet.be","","GDEROEP",19/04/07,01/01/00,"Vorst heeft een stedenband met Courbevoie (Frankrijk).","GDEROEP","",19/04/07,,"FOREST","N",18,17,""
375,372,"JUMELAGE - STEDENBAND IX/EL.","ELSENE","IXELLES","25","www.elsene.irisnet.be","DIVERSEN - ONDERWIJS - JONGEREN - SPORT'","GDEROEP",19/04/07,01/01/00,"Elsene heeft een stedenband met Biarritz (Frankrijk).","GDEROEP","AUTRES - ENSEIGNEMENT- JEUNES - SPORT'",19/04/07,,"IXELLES","N",,17,"MISCELLANEOUS - EDUCATION - YOUTH - SPORT'"
376,372,"JUMELAGE - STEDENBAND KO.","KOEKELBERG","KOEKELBERG","25","www.koekelberg.be","","GDEROEP",19/04/07,01/01/00,"Koekelberg heeft een stedenband met Sanlúcar de Barrameda (Spanje) en Huyères-les-Palmiers ( Frankrijk).","GDEROEP","",19/04/07,,"KOEKELBERG","N",17,17,""
377,372,"JUMELAGE - STEDENBAND SJ.","SINT-JOOST-TEN-NOODE","SAINT-JOSSE-TEN-NOODE","25","","DIVERSEN - JONGEREN","GDEROEP",19/04/07,01/01/00,"Sint-Joost-Ten-Noode heeft een stedenband met Nîmes (Frankrijk).","GDEROEP","AUTRES - JEUNES",19/04/07,,"SAINT-JOSSE-TEN-NOODE","N",,17,"MISCELLANEOUS - YOUTH"
380,372,"JUMELAGE - STEDENBAND MSJ/SJM.","SINT-JANS-MOLENBEEK","MOLENBEEK-SAINT-JEAN","25","http://www.molenbeek.be","DIVERSEN - JONGEREN","GDEROEP",26/04/07,01/01/00,"Sint-Jans-Molenbeek heeft een stedenband met Levallois-Perret (FR).","GDEROEP","AUTRES -  JEUNES",25/04/07,,"MOLENBEEK-SAINT-JEAN","N",,17,"MISCELLANEOUS - YOUTH"
381,221,"JUMELAGE- STEDENBAND WSL/SLW.","SINT-LAMBRECHTS-WOLUWE","WOLUWE-SAINT-LAMBERT","","","","GDEROEP",30/01/08,01/01/00,"","GDEROEP","",25/04/07,,"WOLUWE-SAINT-LAMBERT","O",,,""
382,372,"JUMELAGE - STEDENBAND WSL/SLW","SINT-LAMBRECHTS-WOLUWE","WOLUWE-SAINT-LAMBERT","25","www.woluwe1200.be","ADMINISTRATIE - ADMINISTRATIE (ALLERLEI)","GDEROEP",25/04/07,01/01/00,"Sint-Lambrechts-Woluwe heeft een stedenband met Meudon (Frankrijk) en Celles (Duitsland).","GDEROEP","ADMINISTRATION - ADMINISTRATION (DIVERS)",25/04/07,,"WOLUWE-SAINT-LAMBERT","N",,17,"ADMINISTRATION - ADMINISTRATION (MISC.)"
383,372,"JUMELAGE - STEDENBAND AU/OU","OUDERGEM","AUDERGHEM","25","www.auderghem.be","SOCIAAL BELEID - SOCIAAL BELEID (ALLERLEI) - DIVERSEN - CULTUUR - SPORT'","GDEROEP",26/04/07,01/01/00,"Oudergem heeft een stedenband met Choisy-le-Roy (Fr), Vallauris (Fr) en Patmos (Gr).","GDEROEP","POLITIQUE SOCIALE -  POLITIQUE SOCIALE (DIVERS) - AUTRES - CULTURE - SPORT'",26/04/07,,"AUDERGHEM","N",,17,"SOCIAL POLICY - SOCIAL POLICY (MISC.) - MISCELLANEOUS - CULTURE - SPORT'"
384,372,"JUMELAGE - STEDENBAND AN/AN","ANDERLECHT","ANDERLECHT","25","www.anderlecht.be","","GDEROEP",13/08/09,03/02/55,"Anderlecht heeft een stedenband met Neukölln (een Berlijns district - D), Boulogne Billancourt (Fr), Zaanstad (Ned), Hammersmith & Furllham (VK) Marino (It) en 
Sainte-Maxime (Fr). Alleen met deze laatste stad vinden regelmatig uitwisselingen plaats.","GDEROEP","",26/04/07,,"ANDERLECHT","N",,17,""
385,372,"JUMELAGE - STEDENBAND BR/BR","BRUSSEL","BRUSSELS","25","www.brucity.be","STEDENBOUW EN STADSVERNIEUWING - STADSBEHEER - ECONOMIE & HANDEL - ECONOMIE (ALLERLEI) - DIVERSEN - CULTUUR","GDEROEP",13/08/08,01/01/00,"De stad Brussel heeft een stedenband met de steden die in het tweede deel staan vermeld.","GDEROEP","URBANISME ET RENOVATION URBAINE - GESTION URBAINE - ECONOMIE & COMMERCE - ECONOMIE (DIVERS) - AUTRES - CULTURE",26/04/07,,"BRUXELLES","N",,17,"TOWN PLANNING AND RENOVATION - URBAN MANAGEMENT - ECONOMY & TRADE - ECONOMY (MISC.) - MISCELLANEOUS - CULTURE"
386,372,"JUMELAGE - STEDENBAND MSJ/SJM","SINT-JANS-MOLENBEEK","MOLENBEEK-SAINT-JEAN","25","www.molenbeek.be","DIVERSEN - JONGEREN","GDEROEP",26/04/07,01/01/07,"Molenbeek heeft een stedenband met Levallois-Perret (Fr).","GDEROEP","AUTRES - JEUNES",26/04/07,,"MOLENBEEK-SAINT-JEAN","O",,17,"MISCELLANEOUS - YOUTH"
387,372,"JUMELAGE - STEDENBAND ET/ET","ETTERBEEK","ETTERBEEK","25","www.etterbeek.irisnet.be","ADMINISTRATIE - DIVERSEN - ONDERWIJS - JONGEREN - TOERISME - TOERISME (ALLERLEI)","",,01/01/00,"Etterbeek onderhoudt een stedenband met Fontenay-sous-Bois (Frankrijk), Forte dei Marmi (Italië) en Beauport (Canada).","GDEROEP","ADMINISTRATION - AUTRES - ENSEIGNEMENT - JEUNES - TOURISME - TOURISME (DIVERS)",26/04/07,,"ETTERBEEK","N",,17,"ADMINISTRATION - MISCELLANEOUS - EDUCATION - YOUTH - TOURISM - TOURISM (MISC.)"
420,186,"COE - CDLR - LR-GR","RAAD VAN EUROPA - STUURGROEP VOOR LOKALE EN REGIONALE DEMOCRACY - INTERGOUVERNEMENTEEL EXPERTENCOMITE VOOR BESTUUR EN MIDDELEN","COUNCIL OF EUROPE - COMMITTEE ON LOCAL AND REGIONAL DEMOCRACY - INTERGOVERNEMENTAL COMMITTEE OF EXPERTS ON GOVERNANCE AND RESOURCES","20","www.coe.int/T/F/Affaires juridiques/Démocratie locale et régionales/","OVERHEDEN - DEMOCRATIE - REGIONAAL BELEID - LOKAAL BELEID - EXTERNE BETREKKINGEN - INTERNATIONALE UITSTRALING - INTERREGIONALE SAMENWERKING - FINANCIEN EN BEGROTING - FINANCIEN EN BEGROTING (ALLERLEI) - PLAATSELIJKE FINANCIEN - PLAATSELIJKE BELASTINGEN","GDEROEP",30/07/08,01/01/08,"le Comité a été établi pour assister le CDLR dans la mise en oeuvre de toute activité relative à la gouvernance, à la gestion publique, aux finances et ressources locales et régionales. 
Het Comité werd opgericht om de stuurgroep voor lokale en regionale democratie bij te staan in de uitvoering van activiteiten rond goed openbaar beheer, financiën en lokale en regionale middelen.","PGERARD","AUTORITES - DEMOCRATIE - POLITIQUE REGIONALE - POLITIQUE LOCALE - RELATIONS EXTERIEURES - RAYONNEMENT INTERNATIONAL - COOPERATION INTERREGIONALE - FINANCES ET BUDGET - FINANCES ET BUDGET (DIVERS) - FINANCES LOCALES - TAXES LOCALES",25/07/08,01/01/99,"CONSEIL DE L'EUROPE - COMITÉ DIRECTEUR SUR LA DEMOCRTAIE LOCALE ET RÉGIONALE - COMITE INTERGOUVERNEMENTAL D'EXPERTS SUR LA GOUVERNANCE ET LES RESSOURCES","N",17,18,"AUTHORITIES - DEMOCRACY - REGIONAL POLICY - LOCAL POLICY - EXTERNAL RELATIONS - INTERNATIONAL IMAGE - INTERREGIONAL COOPERATION - FINANCE AND BUDGET - FINANCE AND BUDGET (MISC.) - LOCAL FINANCES - LOCAL TAXES"
